DUMMY,taxon_order,category,species_code,primary_com_name,sci_name
,10049,slash,indrol1,Indian/Indochinese Roller,Coracias benghalensis/affinis
,10050,species,puwrol1,Purple-winged Roller,Coracias temminckii
,10051,species,blbrol1,Blue-bellied Roller,Coracias cyanogaster
,10052,spuh,roller1,roller sp.,Coracias sp.
,10053,species,brbrol1,Broad-billed Roller,Eurystomus glaucurus
,10054,issf,brbrol2,Broad-billed Roller (African),Eurystomus glaucurus [afer Group]
,10058,issf,brbrol3,Broad-billed Roller (Madagascar),Eurystomus glaucurus glaucurus
,10059,species,bltrol1,Blue-throated Roller,Eurystomus gularis
,10062,species,dollar1,Dollarbird,Eurystomus orientalis
,10073,species,purrol1,Azure Roller,Eurystomus azureus
,10075,species,scagrr1,Scaly Ground-Roller,Geobiastes squamiger
,10076,species,slgrol1,Short-legged Ground-Roller,Brachypteracias leptosomus
,10077,species,ltgrol1,Long-tailed Ground-Roller,Uratelornis chimaera
,10078,species,plgrol1,Pitta-like Ground-Roller,Atelornis pittoides
,10079,species,rhgrol1,Rufous-headed Ground-Roller,Atelornis crossleyi
,10081,species,whnpuf2,White-necked Puffbird,Notharchus hyperrhynchus
,10084,species,guipuf1,Guianan Puffbird,Notharchus macrorhynchos
,10085,species,bubpuf1,Buff-bellied Puffbird,Notharchus swainsoni
,10086,species,blbpuf1,Black-breasted Puffbird,Notharchus pectoralis
,10087,species,brbpuf1,Brown-banded Puffbird,Notharchus ordii
,10088,species,piepuf1,Pied Puffbird,Notharchus tectus
,10089,issf,piepuf2,Pied Puffbird (Lesser),Notharchus tectus subtectus
,10090,issf,piepuf3,Pied Puffbird (Greater),Notharchus tectus tectus/picatus
,10093,species,chcpuf1,Chestnut-capped Puffbird,Bucco macrodactylus
,10094,species,spopuf1,Spotted Puffbird,Bucco tamatia
,10098,species,socpuf1,Sooty-capped Puffbird,Bucco noanamae
,10099,species,colpuf1,Collared Puffbird,Bucco capensis
,10100,species,barpuf1,Barred Puffbird,Nystalus radiatus
,10101,species,wespuf1,Western Striolated-Puffbird,Nystalus obamai
,10102,species,strpuf1,Eastern Striolated-Puffbird,Nystalus striolatus
,10103,issf,strpuf2,Eastern Striolated-Puffbird (Natterer's),Nystalus striolatus striolatus
,10104,issf,strpuf3,Eastern Striolated-Puffbird (torridus),Nystalus striolatus torridus
,10105,species,whepuf1,White-eared Puffbird,Nystalus chacuru
,10108,species,spbpuf1,Spot-backed Puffbird,Nystalus maculatus
,10109,issf,spbpuf2,Spot-backed Puffbird (Spot-backed),Nystalus maculatus maculatus
,10110,issf,spbpuf3,Spot-backed Puffbird (Chaco),Nystalus maculatus striatipectus
,10111,species,rutpuf1,Russet-throated Puffbird,Hypnelus ruficollis
,10115,species,rutpuf3,Two-banded Puffbird,Hypnelus bicinctus
,10118,slash,y01173,Russet-throated/Two-banded Puffbird,Hypnelus ruficollis/bicinctus
,10119,species,whcpuf1,White-chested Puffbird,Malacoptila fusca
,10120,species,sempuf1,Semicollared Puffbird,Malacoptila semicincta
,10121,species,crcpuf1,Crescent-chested Puffbird,Malacoptila striata
,10122,issf,crcpuf2,Crescent-chested Puffbird (Lesser),Malacoptila striata minor
,10123,issf,crcpuf3,Crescent-chested Puffbird (Greater),Malacoptila striata striata
,10124,species,runpuf1,Rufous-necked Puffbird,Malacoptila rufa
,10127,species,whwpuf1,White-whiskered Puffbird,Malacoptila panamensis
,10132,species,blspuf1,Black-streaked Puffbird,Malacoptila fulvogularis
,10136,species,moupuf1,Moustached Puffbird,Malacoptila mystacalis
,10137,species,lanmon1,Lanceolated Monklet,Micromonacha lanceolata
,10138,species,rubnun1,Rusty-breasted Nunlet,Nonnula rubecula
,10146,species,fucnun1,Fulvous-chinned Nunlet,Nonnula sclateri
,10147,species,bronun1,Brown Nunlet,Nonnula brunnea
,10148,species,gycnun1,Gray-cheeked Nunlet,Nonnula frontalis
,10152,species,rucnun1,Rufous-capped Nunlet,Nonnula ruficapilla
,10157,species,chhnun1,Chestnut-headed Nunlet,Nonnula amaurocephala
,10158,spuh,nunlet1,nunlet sp.,Nonnula sp.
,10159,species,whfnun2,White-faced Nunbird,Hapaloptila castanea
,10160,species,blanun1,Black Nunbird,Monasa atra
,10161,species,blfnun1,Black-fronted Nunbird,Monasa nigrifrons
,10164,species,whfnun1,White-fronted Nunbird,Monasa morphoeus
,10165,issf,whfnun3,White-fronted Nunbird (Costa Rican),Monasa morphoeus grandior/fidelis
,10168,issf,whfnun4,White-fronted Nunbird (Pale-winged),Monasa morphoeus pallescens/sclateri
,10171,issf,whfnun5,White-fronted Nunbird (White-fronted),Monasa morphoeus [morphoeus Group]
,10175,species,yebnun1,Yellow-billed Nunbird,Monasa flavirostris
,10176,spuh,monasa1,Monasa sp.,Monasa sp.
,10177,species,swwpuf1,Swallow-winged Puffbird,Chelidoptera tenebrosa
,10181,spuh,buccon1,Bucconidae sp.,Bucconidae sp.
,10183,species,whejac1,White-eared Jacamar,Galbalcyrhynchus leucotis
,10184,species,purjac2,Purus Jacamar,Galbalcyrhynchus purusianus
,10185,species,whtjac1,White-throated Jacamar,Brachygalba albogularis
,10186,species,brojac2,Brown Jacamar,Brachygalba lugubris
,10194,species,pahjac1,Pale-headed Jacamar,Brachygalba goeringi
,10195,species,dubjac1,Dusky-backed Jacamar,Brachygalba salmoni
,10196,species,thtjac1,Three-toed Jacamar,Jacamaralcyon tridactyla
,10197,species,yebjac1,Yellow-billed Jacamar,Galbula albirostris
,10198,issf,yebjac2,Yellow-billed Jacamar (Yellow-billed),Galbula albirostris albirostris
,10199,issf,yebjac3,Yellow-billed Jacamar (Cerise-crowned),Galbula albirostris chalcocephala
,10200,species,bucjac1,Blue-cheeked Jacamar,Galbula cyanicollis
,10201,species,rutjac1,Rufous-tailed Jacamar,Galbula ruficauda
,10202,issf,rutjac2,Rufous-tailed Jacamar (Black-chinned),Galbula ruficauda melanogenia
,10203,issf,rutjac3,Rufous-tailed Jacamar (Rufous-tailed),Galbula ruficauda [ruficauda Group]
,10207,issf,rutjac4,Rufous-tailed Jacamar (Spot-tailed),Galbula ruficauda rufoviridis/heterogyna
,10210,species,grtjac1,Green-tailed Jacamar,Galbula galbula
,10211,species,whcjac1,White-chinned Jacamar,Galbula tombacea
,10214,species,blfjac1,Bluish-fronted Jacamar,Galbula cyanescens
,10215,species,cocjac2,Coppery-chested Jacamar,Galbula pastazae
,10216,species,purjac1,Purplish Jacamar,Galbula chalcothorax
,10217,species,brojac1,Bronzy Jacamar,Galbula leucogastra
,10218,species,parjac1,Paradise Jacamar,Galbula dea
,10223,spuh,galbul1,Galbula sp.,Galbula sp.
,10224,species,grejac2,Great Jacamar,Jacamerops aureus
,10229,spuh,jacama1,jacamar sp.,Galbulidae sp.
,10231,species,yebbar1,Yellow-billed Barbet,Trachyphonus purpuratus
,10232,issf,yebbar3,Yellow-billed Barbet (Western),Trachyphonus purpuratus goffinii
,10233,issf,yebbar4,Yellow-billed Barbet (Togo),Trachyphonus purpuratus togoensis
,10234,issf,yebbar5,Yellow-billed Barbet (Eastern),Trachyphonus purpuratus purpuratus/elgonensis
,10237,species,crebar1,Crested Barbet,Trachyphonus vaillantii
,10240,species,raybar1,Red-and-yellow Barbet,Trachyphonus erythrocephalus
,10244,species,yebbar2,Yellow-breasted Barbet,Trachyphonus margaritatus
,10247,species,darbar1,D'Arnaud's Barbet,Trachyphonus darnaudii
,10248,issf,darbar2,D'Arnaud's Barbet (D'Arnaud's),Trachyphonus darnaudii darnaudii/boehmi
,10251,issf,darbar3,D'Arnaud's Barbet (Usambiro),Trachyphonus darnaudii usambiro
,10252,issf,darbar4,D'Arnaud's Barbet (Black-capped),Trachyphonus darnaudii emini
,10253,species,gytbar1,Gray-throated Barbet,Gymnobucco bonapartei
,10254,issf,gytbar2,Gray-throated Barbet (Gray-throated),Gymnobucco bonapartei bonapartei
,10255,issf,gytbar3,Gray-throated Barbet (Gray-headed),Gymnobucco bonapartei cinereiceps
,10256,species,slabar1,Sladen's Barbet,Gymnobucco sladeni
,10257,species,brnbar1,Bristle-nosed Barbet,Gymnobucco peli
,10258,species,nafbar1,Naked-faced Barbet,Gymnobucco calvus
,10259,issf,nafbar2,Naked-faced Barbet (Naked-faced),Gymnobucco calvus calvus/congicus
,10262,issf,nafbar3,Naked-faced Barbet (Pale-throated),Gymnobucco calvus vernayi
,10263,species,whebar1,White-eared Barbet,Stactolaema leucotis
,10264,issf,whebar2,White-eared Barbet (White-lined),Stactolaema leucotis leucogrammica
,10265,issf,whebar3,White-eared Barbet (White-eared),Stactolaema leucotis leucotis/kilimensis
,10268,species,whybar1,Whyte's Barbet,Stactolaema whytii
,10275,species,ancbar1,Anchieta's Barbet,Stactolaema anchietae
,10279,species,grebar2,Green Barbet,Stactolaema olivacea
,10280,issf,grnbar2,Green Barbet (Green),Stactolaema olivacea olivacea
,10281,issf,grnbar1,Green Barbet (Howell's),Stactolaema olivacea howelli
,10282,issf,grnbar4,Green Barbet (Woodward's),Stactolaema olivacea woodwardi
,10283,issf,grnbar3,Green Barbet (Malawi),Stactolaema olivacea belcheri/rungweensis
,10286,species,spetin1,Speckled Tinkerbird,Pogoniulus scolopaceus
,10290,species,gretin2,Green Tinkerbird,Pogoniulus simplex
,10291,species,moutin1,Moustached Tinkerbird,Pogoniulus leucomystax
,10294,species,westin1,Western Tinkerbird,Pogoniulus coryphaea
,10295,issf,westin2,Western Tinkerbird (Western),Pogoniulus coryphaea coryphaea
,10296,issf,westin3,Western Tinkerbird (Eastern),Pogoniulus coryphaea hildamariae
,10297,issf,westin4,Western Tinkerbird (Angola),Pogoniulus coryphaea angolensis
,10298,species,rertin1,Red-rumped Tinkerbird,Pogoniulus atroflavus
,10299,species,yettin1,Yellow-throated Tinkerbird,Pogoniulus subsulphureus
,10303,species,yertin1,Yellow-rumped Tinkerbird,Pogoniulus bilineatus
,10304,issf,yertin2,Yellow-rumped Tinkerbird (Yellow-rumped),Pogoniulus bilineatus [bilineatus Group]
,10311,issf,whctin1,Yellow-rumped Tinkerbird (White-chested),Pogoniulus bilineatus makawai
,10312,species,reftin1,Red-fronted Tinkerbird,Pogoniulus pusillus
,10316,species,yeftin1,Yellow-fronted Tinkerbird,Pogoniulus chrysoconus
,10320,spuh,tinker1,tinkerbird sp.,Pogoniulus sp.
,10321,species,yesbar1,Yellow-spotted Barbet,Buccanodon duchaillui
,10322,species,habbar1,Hairy-breasted Barbet,Tricholaema hirsuta
,10323,issf,habbar2,Hairy-breasted Barbet (Hairy-breasted),Tricholaema hirsuta hirsuta
,10324,issf,habbar3,Hairy-breasted Barbet (Streaky-throated),Tricholaema hirsuta [flavipunctata Group]
,10328,species,refbar2,Red-fronted Barbet,Tricholaema diademata
,10331,species,miobar1,Miombo Barbet,Tricholaema frontata
,10332,species,piebar1,Pied Barbet,Tricholaema leucomelas
,10336,hybrid,x01009,Miombo x Pied Barbet (hybrid),Tricholaema frontata x leucomelas
,10337,species,spfbar1,Spot-flanked Barbet,Tricholaema lacrymosa
,10341,species,bltbar1,Black-throated Barbet,Tricholaema melanocephala
,10346,species,banbar1,Banded Barbet,Lybius undatus
,10351,species,viebar1,Vieillot's Barbet,Lybius vieilloti
,10355,species,whhbar1,White-headed Barbet,Lybius leucocephalus
,10356,issf,whhbar2,White-headed Barbet (White-headed),Lybius leucocephalus [leucocephalus Group]
,10361,issf,whhbar3,White-headed Barbet (Brown-and-white),Lybius leucocephalus senex
,10362,issf,whhbar4,White-headed Barbet (White-bellied),Lybius leucocephalus leucogaster
,10363,species,chabar1,Chaplin's Barbet,Lybius chaplini
,10364,species,refbar1,Red-faced Barbet,Lybius rubrifacies
,10365,species,blbbar3,Black-billed Barbet,Lybius guifsobalito
,10366,species,blcbar1,Black-collared Barbet,Lybius torquatus
,10374,species,brbbar1,Brown-breasted Barbet,Lybius melanopterus
,10375,species,blbbar1,Black-backed Barbet,Lybius minor
,10376,issf,bkbbar1,Black-backed Barbet (Brown-backed),Lybius minor minor
,10377,issf,bkbbar2,Black-backed Barbet (Black-backed),Lybius minor macclounii
,10378,species,dotbar1,Double-toothed Barbet,Lybius bidentatus
,10381,species,beabar1,Bearded Barbet,Lybius dubius
,10382,species,blbbar4,Black-breasted Barbet,Lybius rolleti
,10383,spuh,afrbar1,african barbet sp.,Lybiidae sp.
,10385,species,soobar2,Sooty Barbet,Caloramphus hayii
,10388,species,brnbar2,Brown Barbet,Caloramphus fuliginosus
,10391,species,crfbar1,Malabar Barbet,Psilopogon malabaricus
,10392,species,crfbar3,Crimson-fronted Barbet,Psilopogon rubricapillus
,10393,species,copbar1,Coppersmith Barbet,Psilopogon haemacephalus
,10403,slash,y00869,Malabar/Coppersmith Barbet,Psilopogon malabaricus/haemacephalus
,10404,species,blebar1,Blue-eared Barbet,Psilopogon duvaucelii
,10405,issf,buebar1,Blue-eared Barbet (Blue-eared),Psilopogon duvaucelii cyanotis/orientalis
,10408,issf,buebar2,Blue-eared Barbet (Black-eared),Psilopogon duvaucelii [duvaucelii Group]
,10412,species,litbar1,Little Barbet,Psilopogon australis
,10413,species,borbar1,Bornean Barbet,Psilopogon eximius
,10416,species,fitbar1,Fire-tufted Barbet,Psilopogon pyrolophus
,10417,species,grebar1,Great Barbet,Psilopogon virens
,10422,species,revbar1,Red-vented Barbet,Psilopogon lagrandieri
,10425,species,recbar1,Red-crowned Barbet,Psilopogon rafflesii
,10426,species,retbar1,Red-throated Barbet,Psilopogon mystacophanos
,10429,species,blbbar2,Black-banded Barbet,Psilopogon javensis
,10430,species,gonbar1,Golden-naped Barbet,Psilopogon pulcherrimus
,10431,species,yecbar1,Yellow-crowned Barbet,Psilopogon henricii
,10434,species,flfbar1,Flame-fronted Barbet,Psilopogon armillaris
,10437,species,grebar3,Green-eared Barbet,Psilopogon faiostrictus
,10440,species,linbar1,Lineated Barbet,Psilopogon lineatus
,10443,slash,y00399,Green-eared/Lineated Barbet,Psilopogon faiostrictus/lineatus
,10444,species,brhbar1,Brown-headed Barbet,Psilopogon zeylanicus
,10448,slash,y01095,Lineated/Brown-headed Barbet,Psilopogon lineatus/zeylanicus
,10449,species,whcbar1,White-cheeked Barbet,Psilopogon viridis
,10450,slash,y00870,Brown-headed/White-cheeked Barbet,Psilopogon zeylanicus/viridis
,10451,species,yefbar1,Yellow-fronted Barbet,Psilopogon flavifrons
,10452,species,gotbar2,Golden-throated Barbet,Psilopogon franklinii
,10453,issf,gotbar4,Golden-throated Barbet (Himalayan),Psilopogon franklinii franklinii
,10454,issf,gotbar5,Golden-throated Barbet (Malayan),Psilopogon franklinii ramsayi
,10455,species,gotbar3,Necklaced Barbet,Psilopogon auricularis
,10456,species,moubar1,Mountain Barbet,Psilopogon monticola
,10457,species,brtbar1,Brown-throated Barbet,Psilopogon corvinus
,10458,species,gowbar2,Gold-whiskered Barbet,Psilopogon chrysopogon
,10459,issf,gowbar1,Gold-whiskered Barbet (Gold-whiskered),Psilopogon chrysopogon chrysopogon/laetus
,10462,issf,gofbar1,Gold-whiskered Barbet (Gold-faced),Psilopogon chrysopogon chrysopsis
,10463,species,moubar2,Moustached Barbet,Psilopogon incognitus
,10467,species,taibar2,Taiwan Barbet,Psilopogon nuchalis
,10468,species,chibar1,Chinese Barbet,Psilopogon faber
,10471,species,bltbar2,Blue-throated Barbet,Psilopogon asiaticus
,10472,issf,butbar1,Blue-throated Barbet (Red-crowned),Psilopogon asiaticus asiaticus
,10473,issf,butbar2,Blue-throated Barbet (Blue-crowned),Psilopogon asiaticus davisoni
,10474,species,indbar1,Indochinese Barbet,Psilopogon annamensis
,10475,species,blbbar5,Black-browed Barbet,Psilopogon oorti
,10476,species,tutbar1,Turquoise-throated Barbet,Psilopogon chersonesus
,10477,spuh,megala1,Psilopogon sp.,Psilopogon sp.
,10478,spuh,asibar1,asian barbet sp.,Megalaimidae sp.
,10480,species,sccbar1,Scarlet-crowned Barbet,Capito aurovirens
,10481,species,blgbar1,Black-girdled Barbet,Capito dayi
,10482,species,spcbar1,Spot-crowned Barbet,Capito maculicoronatus
,10485,species,orfbar1,Orange-fronted Barbet,Capito squamatus
,10486,species,whmbar1,White-mantled Barbet,Capito hypoleucus
,10490,species,scbbar2,Scarlet-banded Barbet,Capito wallacei
,10491,species,sirbar1,Sira Barbet,Capito fitzpatricki
,10492,species,ficbar1,Five-colored Barbet,Capito quinticolor
,10493,species,brcbar1,Brown-chested Barbet,Capito brunneipectus
,10494,species,blsbar1,Black-spotted Barbet,Capito niger
,10495,species,gilbar1,Gilded Barbet,Capito auratus
,10504,spuh,capito1,Capito sp.,Capito sp.
,10505,species,letbar1,Lemon-throated Barbet,Eubucco richardsoni
,10506,issf,letbar2,Lemon-throated Barbet (Lemon-throated),Eubucco richardsoni richardsoni/nigriceps
,10509,issf,letbar3,Lemon-throated Barbet (Flame-throated),Eubucco richardsoni aurantiicollis/purusianus
,10512,species,schbar1,Scarlet-hooded Barbet,Eubucco tucinkae
,10513,species,rehbar1,Red-headed Barbet,Eubucco bourcierii
,10520,species,verbar1,Versicolored Barbet,Eubucco versicolor
,10521,issf,verbar2,Versicolored Barbet (Blue-cowled),Eubucco versicolor steerii
,10522,issf,verbar3,Versicolored Barbet (Blue-chinned),Eubucco versicolor glaucogularis
,10523,issf,verbar4,Versicolored Barbet (Blue-moustached),Eubucco versicolor versicolor
,10524,spuh,newbar1,new world barbet sp.,Capitonidae sp.
,10526,species,prbbar1,Prong-billed Barbet,Semnornis frantzii
,10527,species,toubar1,Toucan Barbet,Semnornis ramphastinus
,10531,species,noremt1,Northern Emerald-Toucanet,Aulacorhynchus prasinus
,10532,issf,emetou3,Northern Emerald-Toucanet (Wagler's),Aulacorhynchus prasinus wagleri
,10533,issf,emetou2,Northern Emerald-Toucanet (Emerald),Aulacorhynchus prasinus [prasinus Group]
,10538,issf,emetou4,Northern Emerald-Toucanet (Blue-throated),Aulacorhynchus prasinus caeruleogularis
,10539,issf,emetou5,Northern Emerald-Toucanet (Violet-throated),Aulacorhynchus prasinus cognatus
,10540,species,souemt1,Southern Emerald-Toucanet,Aulacorhynchus albivitta
,10541,issf,emetou6,Southern Emerald-Toucanet (Santa Marta),Aulacorhynchus albivitta lautus
,10542,issf,emetou9,Southern Emerald-Toucanet (Gray-throated),Aulacorhynchus albivitta griseigularis
,10543,issf,emetou7,Southern Emerald-Toucanet (Andean),Aulacorhynchus albivitta albivitta/phaeolaemus
,10546,issf,souemt2,Southern Emerald-Toucanet (Black-billed),Aulacorhynchus albivitta cyanolaemus
,10547,issf,emetou8,Southern Emerald-Toucanet (Black-throated),Aulacorhynchus albivitta atrogularis/dimidiatus
,10550,species,grbtou1,Groove-billed Toucanet,Aulacorhynchus sulcatus
,10551,issf,grbtou2,Groove-billed Toucanet (Yellow-billed),Aulacorhynchus sulcatus calorhynchus
,10552,issf,grbtou3,Groove-billed Toucanet (Groove-billed),Aulacorhynchus sulcatus sulcatus/erythrognathus
,10555,species,chttou3,Chestnut-tipped Toucanet,Aulacorhynchus derbianus
,10556,species,chttou2,Tepui Toucanet,Aulacorhynchus whitelianus
,10560,species,crrtou1,Crimson-rumped Toucanet,Aulacorhynchus haematopygus
,10563,species,yebtou1,Yellow-browed Toucanet,Aulacorhynchus huallagae
,10564,species,blbtou1,Blue-banded Toucanet,Aulacorhynchus coeruleicinctis
,10565,spuh,aulaco1,Aulacorhynchus sp.,Aulacorhynchus sp.
,10566,species,gybmot1,Gray-breasted Mountain-Toucan,Andigena hypoglauca
,10569,species,pbmtou1,Plate-billed Mountain-Toucan,Andigena laminirostris
,10570,species,homtou1,Hooded Mountain-Toucan,Andigena cucullata
,10571,species,bbmtou1,Black-billed Mountain-Toucan,Andigena nigrirostris
,10575,species,saftou2,Saffron Toucanet,Pteroglossus bailloni
,10576,species,greara1,Green Aracari,Pteroglossus viridis
,10577,species,letara1,Lettered Aracari,Pteroglossus inscriptus
,10578,issf,letara2,Lettered Aracari (Humboldt's),Pteroglossus inscriptus humboldti
,10579,issf,letara3,Lettered Aracari (Lettered),Pteroglossus inscriptus inscriptus
,10580,species,colara1,Collared Aracari,Pteroglossus torquatus
,10581,issf,colara2,Collared Aracari (Collared),Pteroglossus torquatus [torquatus Group]
,10585,issf,colara4,Collared Aracari (Stripe-billed),Pteroglossus torquatus sanguineus
,10586,issf,colara5,Collared Aracari (Pale-mandibled),Pteroglossus torquatus erythropygius
,10587,species,fibara1,Fiery-billed Aracari,Pteroglossus frantzii
,10588,species,blnara1,Black-necked Aracari,Pteroglossus aracari
,10592,species,cheara1,Chestnut-eared Aracari,Pteroglossus castanotis
,10595,species,mabara1,Many-banded Aracari,Pteroglossus pluricinctus
,10596,species,ivbara1,Ivory-billed Aracari,Pteroglossus azara
,10597,issf,ivbara4,Ivory-billed Aracari (Yellow-billed),Pteroglossus azara flavirostris
,10598,issf,ivbara5,Ivory-billed Aracari (Ivory-billed),Pteroglossus azara azara
,10599,issf,ivbara3,Ivory-billed Aracari (Brown-billed),Pteroglossus azara mariae
,10600,species,cucara1,Curl-crested Aracari,Pteroglossus beauharnaisii
,10601,species,renara1,Red-necked Aracari,Pteroglossus bitorquatus
,10602,issf,renara2,Red-necked Aracari (Western),Pteroglossus bitorquatus sturmii
,10603,issf,renara3,Red-necked Aracari (Eastern),Pteroglossus bitorquatus bitorquatus/reichenowi
,10606,spuh,aracar1,aracari sp.,Pteroglossus sp.
,10607,species,yeetou1,Yellow-eared Toucanet,Selenidera spectabilis
,10608,species,guitou1,Guianan Toucanet,Selenidera piperivora
,10609,species,goctou1,Golden-collared Toucanet,Selenidera reinwardtii
,10610,issf,goctou2,Golden-collared Toucanet (Red-billed),Selenidera reinwardtii reinwardtii
